JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
19-Jun-12,"14"" Okordia - Rumuekpe Trunkline at Ikarama",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/818191_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_Photos.pdf,Containment in place. Recovery of spilled volume commenced on 19th June 2012.,Swamp,Initial cleanup of residual impacted area now planned for completion in November 2012 due to site flooding.,may,24-May-12,13.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/818191_14in_Okordia-Rumuekpe_pipeline_at_Ikarama_JIV.pdf,2012,Sabotage/Theft
26-May-12,ImoR-2 Well 28L FLV (Flow line valve),http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/818571_ImoRiver2-Well28L_flowline_at_Umuedeokwara_Photos.pdf,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 1st August 2012.,Land,"Site certification is awaiting laboratory results, now planned for October 2012.",may,25-May-12,0.053,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/818571_ImoRiver2-Well28L_flowline_at_Umuedeokwara_JIV.pdf,2012,Sabotage/Theft
29-Jun-12,Imo River 1 Well 59T  Flowline at Igiriukwu,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/819045_ImoRiver1_Well59T_flowline_at_Igiriukwu_Photos.pdf,No recoverable oil was found on site. ,Land,JIV recommends no further cleanup action required. Closed. ,may,27-May-12,1.4,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/819045_ImoRiver1_Well59T_flowline_at_Igiriukwu_JIV.pdf,2012,Sabotage/Theft
30-May-12,"18"" Assa - Rumuekpe Pipeline at Egbeda ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/819317_18in_Assa-Rumuekpe_pipeline_at_Egbeda_Photos.pdf,Recovery of spilled volume was completed on 31st  May 2012. Initial Cleanup of residual impacted area was completed on 9th June 2012.,Land,"Remediation is ongoing, Site certification now planned for October 2012.",may,28-May-12,1.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/819317_18in_Assa-Rumuekpe_pipeline_at_Egbeda_JIV.pdf,2012,Sabotage/Theft
31-May-12,Benisede Well  11S ,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/819533_Benisede_Well11_flowline_at_Tamogbene_Photos.pdf,Recovery of spilled volume commenced  on 5th June 2012 and was completed on 15th June 2012. Initial Cleanup of residual impacted area was completed on 2nd July 2012. Remediation was completed on 2nd of July 2012.,Swamp,Site certification was completed on 15th August 2012.,may,28-May-12,15.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/819533_Benisede_Well11_flowline_at_Tamogbene_JIV.pdf,2012,Sabotage/Theft
31-May-12,Agbada Well 34S Flowline At  Omuohia / Omueke ,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/820273_Agbada_Well34S_flowline_at_Omuohia_Omueke_Photos.pdf,Recovery of spilled volume was completed on 2nd June 2012. Initial Cleanup of residual impacted area was completed on 14th September 2012. Remediation completed on 20th September 2012.,Swamp,Site certification planned for November 2012.,may,29-May-12,7.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/820273_Agbada_Well34S_flowline_at_Omuohia_Omueke_JIV.pdf,2012,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
7-Jun-12,"18"" Assa - Rumuekpe Trunkline at Omudioga.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/822915_18in_Assa-Rumuekpe_pipeline_at_Omudioga_Photos.pdf,Recovery of spilled volume was completed on 7th June  2012. Initial Cleanup of residual impacted area was completed on 18th August 2012. Remediation was completed on 6th September 2012.,Land,Site certification completed on 10th October 2012.,june,4-Jun-12,2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/822915_18in_Assa-Rumuekpe_pipeline_at_Omudioga_JIV.pdf,2012,Sabotage/Theft
8-Jun-12,"24"" Nembe Creek - Cawthorne Channel Pipeline at Sego manifold",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/824222_24in_NembeCreek_pipeline_at_Sego_Photos.pdf,Recovery of spilled volume was completed on 15th June  2012. Initial Cleanup of residual impacted area was completed on 25th August 2012.,Swamp,JIV lasted for 4days (8th through 13th June 2012) to cover multiple leak points over a large area. Remediation is planned for completion in February 2013.,june,6-Jun-12,561.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/82422_24in_NembeCreek_pipeline_at_Sego_JIV.pdf,2012,Sabotage/Theft
23-Jun-12,"10"" Diebu Creek Pipeline at Onyoma",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/824763_10in_DiebuCreek_pipeline_at_Onyoma_Photos.pdf,"Containment in place.  Recovery of spilled volume which was stalled by community issues between 23rd June 2012 and 8th July 2012, was completed on 13th July  2012.",Swamp,JIV was delayed due to a community dispute over ownership of the impacted area. Initial cleanup of residual impacted area now planned for completion in December 2012 due to site flooding.,june,7-Jun-12,55.4,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/824763_10in_DiebuCreek_pipeline_at_Onyoma_JIV.pdf,2012,Sabotage/Theft
9-Jun-12,24” Nkpoku-Bomu Pipeline at Bera.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/825366_24in_Npoku-Bomu_pipeline_at_Bera_Photos.pdf,Recovery of spilled volume was completed on 12th June  2012. Initial Cleanup of residual impacted area was completed on 25th August 2012. Remediation completed 19th September 2012.,Land,Site certification completed on 10th October 2012.,june,8-Jun-12,34.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/825366_24in_Npoku-Bomu_pipeline_at_Bera_JIV.pdf,2012,Sabotage/Theft
11-Jun-12,"24"" Cawthorne Channel - Bonny BVS at Kalibiama",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/824889_24in_CawthorneChannel-Bonny_BallValveStation_at_Kalibiama_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 2nd October 2012.,Swamp,Remediation is planned for completion in November 2012,june,9-Jun-12,7.31,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/824889_24in_CawthorneChannel-Bonny_BallValveStation_at_Kalibiama_JIV.pdf,2012,Sabotage/Theft
16-Jun-12,"20""  Rumuekpe – Nkpoku Trunkline at Ibaa",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/825520_20in_Rumuekpe-Nkpoku_Trunkline_at_Ibaa_Photos.pdf,Recovery of spilled volume commenced on 16th June 2012 and was completed on 31st July 2012. Initial Cleanup of residual impacted area was completed on 29th August 2012.,Land,JIV was delayed due to denial of access by the Community. Remediation is ongoing.,june,9-Jun-12,200.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/825520_20in_Rumuekpe-Nkpoku_Trunkline_at_Ibaa_JIV.pdf,2012,Sabotage/Theft
15-Jun-12,Obigbo  Well  28L/S Flowline at Obigbo,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828659_ObigboNorth_Well28LS_flowline_at_Imeh_Photos.pdf,No recoverable oil was found on site. ,Land,JIV recommends no further cleanup action required. Closed. ,june,14-Jun-12,0.4,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828659_ObigboNorth_Well28LS_flowline_at_Imeh_JIV.pdf,2012,Sabotage/Theft
15-Jun-12,Obigbo Well 3L Flowline at Umuebulu,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828663_ObigboNorth_Well03L_flowline_at_Umuebulu_Photos.pdf,No recoverable oil was found on site. ,Land,JIV recommends no further cleanup action required. Closed. ,june,14-Jun-12,0.11,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828663_ObigboNorth_Well03L_flowline_at_Umuebulu_JIV.pdf,2012,Operational
15-Jun-12,"24"" Nkpoku - Bomu Pipeline at Ogale",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/827428_24in_Npoku-Bomu_pipeline_at_Ogale_Photos.pdf,No recoverable oil was found on site.,Land,Initial cleanup of residual impacted area now planned for completion in November 2012. Delays due to protracted Community contracting.,june,14-Jun-12,0.92,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/827428_24in_Npoku-Bomu_pipeline_at_Ogale_JIV.pdf,2012,Operational
15-Jun-12,Imo River 1 Well 59T Flowline RoW at Owaza,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/829235_ImoRiver1_Well59T_flowline_at_Owaza_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 12th September 2012. Remediation was completed on 2nd October 2012.,Land,Site Certification planned for December 2012.,june,15-Jun-12,4.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/829235_ImoRiver1_Well59T_flowline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
22-Jun-12,"Oroni  Well 7L ,3L & 3S Flowline",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/827885_Oroni_Wells7L_3L_3S_flowline_at_Igbide_Photos.pdf,Recovery of spilled volume was completed on 22nd June  2012. Initial Cleanup of residual impacted area commenced on 4th July 2012 and was completed on 21st August 2012. Remediation completed on 21st August 2012.,Land,JIV delayed due to security issues. Site Certification completed on 19th September 2012.,june,15-Jun-12,2.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/827885_Oroni_Wells7L_3L_3S_flowline_at_Igbide_JIV.pdf,2012,Sabotage/Theft
17-Jun-12,Agbada 2 Well 69S Flowline at Umuokwa,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828821_Agbada2_Well69S_flowline_at_Umuokwa_Photos.pdf,Recovery of spilled volume was completed on 17th June  2012.,Land,Initial cleanup of residual impacted area planned for completion in August  2012.,june,16-Jun-12,1.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828821_Agbada2_Well69S_flowline_at_Umuokwa_JIV.pdf,2012,Sabotage/Theft
20-Jun-12,"24"" Nkpoku - Bomu Pipeline at Nonwa",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828693_24in_Nkpoku-Bomu_TNP_at_Nonwa_Photos.pdf,Recovery of spilled volume was completed on 22nd June  2012.,Land,Initial cleanup of residual impacted area now planned for completion in October 2012.,june,18-Jun-12,326.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/828693_24in_Nkpoku-Bomu_TNP_at_Nonwa_JIV.pdf,2012,Sabotage/Theft
19-Jun-12, Ebubu Ejema Well 5/9 Flow Line  at Ejama ,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/829294_Ejeamah-Ebubu_Well5_9_flowline_at_Ejeamah_Photos.pdf,No recoverable oil was found on site. ,Land,Spill size was approximately one litre of crude from a disused pipeline. JIV recommends no further cleanup action required. Closed. ,june,19-Jun-12,0.001,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/829294_Ejeamah-Ebubu_Well5_9_flowline_at_Ejeamah_JIV.pdf,2012,Operational
24-Jun-12,"24"" Alakiri - Bonny Pipeline (GPHSL) at Fusokiri / Ilomatoru",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/830237_24in_Alakiri-Bonny_pipeline_at_Fusokiri-Ilomaturu_Photos.pdf,Recovery of spilled volume was completed on 7th August  2012.,Swamp,"Spill was originally reported as a water leak. JIV investigation was delayed due to construction of a cofferdam from 22nd June to 22nd July 2012.  JIV commenced on 24th July with a plan to cover approx 1.8km of pipeline. On 2nd August, water was injected into the line under pressure and 4 drilled holes were identified. On 5th August, an Oil leak point was located. JIV was completed on the  7th August 2012. Initial cleanup of residual impacted area is planned for completion in November  2012. Overall schedule considers prevailing heavy rainfall and community contracting.",june,21-Jun-12,9.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/830237_24in_Alakiri-Bonny_pipeline_at_Fusokiri-Ilomaturu_JIV.pdf,2012,Operational
26-Jun-12,Oweh Wells 8 & 11 Flowline at Otor-Oweh,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831066_Oweh_Well8L_11L_flowline_at_Otor-Oweh_Photos.pdf,Recovery of spilled volume was completed on 26th June 2012. Initial cleanup of residual impacted area commenced on 6th July 2012 and was completed on 16th July 2012.,Land,Site certification completed 15th August 2012.,june,23-Jun-12,1.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831066_Oweh_Well8L_11L_flowline_at_Otor-Oweh_JIV.pdf,2012,Sabotage/Theft
26-Jun-12,"24"" Nkpoku - Bomu Pipeline at Botem",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831675_24in_Npoku-Bomu_trunkline_at_Botem_Photos.pdf,Recovery of spilled volume was completed on 27th June  2012. Initial clean up and remediation was not required due to minimal impact.,Land,Site certification planned for October 2012.,june,25-Jun-12,0.64,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831675_24in_Npoku-Bomu_trunkline_at_Botem_JIV.pdf,2012,Sabotage/Theft
26-Jun-12,Imo River 3 Well 5 W/h Location at Igrukwu,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831677_ImoRiver_Well5_flowline_at_Igrukwu_Photos.pdf,Containment in place. Recovery of spilled volume was completed on 26th  July  2012.,Land,Initial cleanup of residual impacted area planned for completion in October 2012. Overall schedule considers community contracting and difficulty of the work terrain. The site is presently flooded.,june,25-Jun-12,21.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831677_ImoRiver_Well5_flowline_at_Igrukwu_JIV.pdf,2012,Operational
29-Jun-12,"24"" Bomu - Bonny Pipeline at Bodo West",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/24in_Bomu-Bonny_Pipeline_at_Bodo_West_Photo.pdf,No recoverable oil was found on site.,Swamp,JIV took place on 29th and 30th June. The site was again visited on the 3rd and 8th July 2012 to determine the cause of spill but no conclusion was reached as a result of community disturbance and security issues. It has now been agreed with the communities that the affected section of the pipeline will be removed for forensic inspection.,june,25-Jun-12,&nbsp;,&nbsp;,2012,YTD
26-Jun-12,"28"" Nkpoku -Bomu Pipeline at Gio",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831684_28in_Nkpoku-Bomu_pipeline_at_Gio_Photos.pdf,Recovery was completed on 29th June 2012.,Land,"The spill incident was accompanied by fire which burnt itself out. The JIT discovered two illegally attached lines on the 28” Nkpoku-Bomu pipeline. The area of impact, which extended into a nearby illegal settlement, could not be mapped completely at the first attempt due to security issues. JIV was completed on 12th July 2012. Initial cleanup of residual impacted area is planned for completion in December 2012. ",june,25-Jun-12,158.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831684_28in_Nkpoku-Bomu_pipeline_at_Gio_JIV.pdf,2012,Sabotage/Theft
25-Jun-12,Opukushi Well 24T Flowline ROW,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831537_Opukushi_Well24T_flowline_at_Agbemo-Angalebiri_Photos.pdf,Recovery of spilled volume commenced on 24th June 2012 and was completed on 14th July 2012. Initial cleanup of residual impacted area was completed on 14th October 2012.,Swamp,"The JIV was conducted in two phases, first to estimate the spill volume on 25th June 2012, and on 30th June 2012, to determine the cause of spill after the spill point was made accessible. Site certification planned for December 2012.",june,25-Jun-12,106.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/831537_Opukushi_Well24T_flowline_at_Agbemo-Angalebiri_JIV.pdf,2012,Operational
18-Aug-12,"24"" Alakiri - Bonny TL at Kalaibiama",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/833366_24in_Alakiri-Bonny(GPHSL)_pipeline_at_Kalibiama.pdf,Recovery of spilled volume was completed on 20th August 2012,Swamp,Delay in JIV due to construction of a Cofferdam to access the spill point. Initial cleanup of residual impacted area planned for completion in December 2012. Overall schedule considers impact of the rainy season.,june,27-Jun-12,24.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/833366_24in_Alakiri-Bonny(GPHSL)_pipeline_at_Kalibiama_JIV.pdf,2012,Sabotage/Theft
02-July-12,"4"" Obele - Ibaa Pipeline at Ibaa. ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/834048_4in_Obele-Ibaa_pipeline_at_Ibaa_Photos.pdf,Containment in place. No recoverable oil was found on site.,Land,"Remediation is ongoing, Site certification now planned for November 2012.",june,29-Jun-12,6.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/834048_4in_Obele-Ibaa_pipeline_at_Ibaa_JIV.pdf,2012,Sabotage/Theft
10-Aug-12,Awoba Well 8T at Awoba,&nbsp;,No recoverable oil was found on site.,Swamp,"An initial attempt was made to carry out a JIV on 26th July 2012, but without success, due to constraints resulting from a cluster of pipelines at a river crossing. Another JIV on 10th August 2012 recommended further investigation in order to determine whether a spill occurred and if so, establish the cause.",june,30-Jun-12,&nbsp;,&nbsp;,2012,YTD
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
10-Jul-12,Opukushi Well 24T Flowline ROW,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/838220_Opukushi_Well24T_flowline_at_Egbemo-Angalabiri_Photos.pdf,Recovery of spilled volume commenced on 4th July  2012 and was completed 23rd July 2012. Initial cleanup of residual impacted area was completed on 14th October 2012.,Swamp,Site certification planned for December 2012.,july,3-Jul-12,35.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/838220_Opukushi_Well24T_flowline_at_Egbemo-Angalabiri_JIV.pdf,2012,Operational
5-Jul-12,16'' Uzere - Eriemu Pipeline at Iyede,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/837011_16in_Uzere-Eriemu_trunkline_at_Iyede_Photos.pdf,Recovery of spilled volume commenced on 5th July  2012 and was completed on 6th July  2012.,Land,Initial cleanup of residual impacted area planned for completion in October 2012.,july,4-Jul-12,6.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/837011_16in_Uzere-Eriemu_trunkline_at_Iyede_JIV.pdf,2012,Sabotage/Theft
14-Jul-12,"28"" Nkpoku - Bomu Pipeline at Gio",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/840178_28in_Nkpoku-Biomu_pipeline_at_Gio_Photos.pdf,Recovery of spilled volume was completed on 15th July 2012.,Land,Initial cleanup of residual impacted area now planned for completion in December 2012.,july,7-Jul-12,9.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/840178_28in_Nkpoku-Biomu_pipeline_at_Gio_JIV.pdf,2012,Sabotage/Theft
9-Jul-12,"36"" Rumuekpe - Nkpoku Pipeline at Mgbodo Aluu",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/838397_36in_Rumuekpe-Nkpoku_TNP_at_Mgbodo-Aluu_Photos.pdf,Recovery of spilled volume commenced on 8th July 2012 and was completed on 20th July 2012.  Initial Cleanup of residual impacted area was completed on 27th September 2012.,Land,"Remediation ongoing, Site Certification planned for December 2012.",july,8-Jul-12,379.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/838397_36in_Rumuekpe-Nkpoku_TNP_at_Mgbodo-Aluu_JIV.pdf,2012,Sabotage/Theft
12-Jul-12,12” Kokori - Eriemu Pipeline at Okpara (Agbarha-Otor Community),http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/839838_12in_Kokori-Eriemu_pipeline_at_Omavovwe_Photos.pdf,Recovery of spilled volume commenced on 11th July  2012 and was completed on 12th July  2012.,Land,"The spill incident was followed by fire which disrupted the JIV and eventually burnt itself out. JIV spanned 2 days, 12th through 13th July 2012 as a result of the fire. Initial cleanup of residual impacted area planned for completion in November 2012.",july,11-Jul-12,323,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/839838_12in_Kokori-Eriemu_pipeline_at_Omavovwe_JIV.pdf,2012,Sabotage/Theft
18-Jul-12,Cawthorne Channel 2 Well 51 T at  Mbiama,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841203_CawthroneChannel2_Well51T_flowline_at_Mbiama_Photos.pdf,Recovery of spilled volume commenced on 18th July 2012 and was completed on 24th July  2012. Initial Cleanup of residual impacted area and remediation completed on 15th September 2012.,Swamp,Site Certification planned for December 2012.,july,13-Jul-12,1.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841203_CawthroneChannel2_Well51T_flowline_at_Mbiama_JIV.pdf,2012,Sabotage/Theft
16-Jul-12, 8” Umuechem – Nkpoku Delivery Line at Umuwenye,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841173_8in_Umuechem-Nkpoku_pipeline_at_UmuwenyeUmuechem_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area completed on 17th September 2012. Remediation was completed on 8th October 2012.,Land,Site Certification planned for December 2012,july,16-Jul-12,3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841173_8in_Umuechem-Nkpoku_pipeline_at_UmuwenyeUmuechem_JIV.pdf,2012,Sabotage/Theft
18-Jul-12,"18"" Assa - Rumuekpe Trunkline at  Egbeda",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841174_18in_Assa-Rumuekpe_pipeline_at_Egbeda_Photos.pdf,Recovery of spilled volume was completed on 18th July 2012. Initial Cleanup of residual impacted area was completed on 2nd October 2012.,Land,"Remediation is ongoing, Site certification  planned for December 2012.",july,16-Jul-12,4.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841174_18in_Assa-Rumuekpe_pipeline_at_Egbeda_JIV.pdf,2012,Sabotage/Theft
18-Jul-12,"12"" Imo River II - Ogale Pipeline at Owaza.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841313_12in_imoRiver2-Ogale_pipeline_at_Owaza_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 6th September 2012. Remediation was completed on 27th September 2012.,Land,JIV took two days 18th - 19th July 2012 in order to cover two sites in the same area. Site Certification planned for December 2012.,july,16-Jul-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/841313_12in_imoRiver2-Ogale_pipeline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
18-Jul-12,"12"" Imo River II - Ogale Pipeline at Owaza.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/843118_12in_ImoRiver2-Ogale_pipeline_at_Owaza_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 6th September 2012. Remediation was completed on 27th September 2012.,Land,Site Certification planned for December 2012.,july,18-Jul-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/843118_12in_ImoRiver2-Ogale_pipeline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
21-Jul-12,"8"" Umuechem - Nkpoku delivery line at Umuechem",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/843044_8in_Umuechem-Nkpoku_deliveryline_at_Umuechem_Photos.pdf,Recovery of spilled volume was completed on 21st July 2012. Initial Cleanup of residual impacted area was completed on 17th September 2012.,Land,"Remediation is ongoing, Site certification planned for December 2012.",july,20-Jul-12,10.9,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/843044_8in_Umuechem-Nkpoku_deliveryline_at_Umuechem_JIV.pdf,2012,Sabotage/Theft
26-Jul-12,"36"" Nkpoku - Bomu Trunkline at Eneka.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/843841_36in_Nkpoku-Bomu_pipeline_at_Eneka_Photos.pdf,Recovery of spilled volume commenced on 26th July 2012 and completed 27th July 2012.,Land,Initial cleanup of residual impacted area planned for completion in October 2012.,july,23-Jul-12,88,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/843841_36in_Nkpoku-Bomu_pipeline_at_Eneka_JIV.pdf,2012,Sabotage/Theft
26-Jul-12,"8"" Umuechem - Nkpoku Pipeline at Omusele",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/844470_8in_Umuechem-Nkpoku_pipeline_at_Omusele_Photos.pdf,Recovery of spilled volume was completed on 27th July 2012. Initial Cleanup of residual impacted area was completed on 17th September 2012.,Land,"Remediation is ongoing, Site certification planned for December 2012.",july,24-Jul-12,5.6,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/844470_8in_Umuechem-Nkpoku_pipeline_at_Omusele_JIV.pdf,2012,Sabotage/Theft
29-Jul-12,"36"" Nkpoku-Bomu Trunkline at Atali",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/845956_36in_Nkpoku-Bomu_pipeline_at_Atali_Photos.pdf,Recovery of spilled volume commenced on 29th July 2012 and completed 31st July 2012.,Land,Initial cleanup of residual impacted area now planned for completion in October 2012.,july,27-Jul-12,60,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/845956_36in_Nkpoku-Bomu_pipeline_at_Atali_JIV.pdf,2012,Sabotage/Theft
28-Jul-12,10” Utorogu-UPS Pipeline at Otu- Jeremi,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/845601_10in_Utorogu-UPS_trunkline_at_Otu-Jeremi_Photos.pdf,Recovery of spilled volume was completed on 28th July 2012.,Land,Initial cleanup of residual impacted area now planned for completion in October 2012.,july,27-Jul-12,53.4,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/845601_10in_Utorogu-UPS_trunkline_at_Otu-Jeremi_JIV.pdf,2012,Sabotage/Theft
03-Aug-12,10” Utorogu-UPS Pipeline at Ughewughe,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/846062_Utorogu-UPS_pipeline_at_Ughevweghe_Photos.pdf,Recovery of spilled volume was completed on 3rd August 2012. Initial cleanup of residual impacted area completed on 2nd October  2012. Remediation completed on 12th October 2012.,Land,This is a mystery spill. No spill was observed from SPDC facility within the vicinity. Site certification planned for November 2012.,july,29-Jul-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/846062_Utorogu-UPS_pipeline_at_Ughevweghe_JIV.pdf,2012,Others
31-Jul-12,"12"" Afiesere - Eriemu Delivery Line at Emeragha",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/846480_12_inch_Afiesere - Eriemu_Delivery_Line_at_Emeragha.pdf,Recovery of spilled volume commenced on 4th August  2012 and was completed on 30th August 2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012. Overall schedule considers prevailing heavy rainfall and flooding.,july,30-Jul-12,223.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/846480_12_inch_Afiesere - Eriemu_Delivery_Line_at_Emeragha_JIV.pdf,2012,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
17-Aug-12,"24"" Nkpoku - Bomu Trunkline at Kira",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/849192_24in_Nkpoku-Bomu_pipeline_at_Kira_Photos.pdf,Recovery of spilled volume commenced on 15th August  2012.,Land,Initial cleanup of residual impacted area planned for completion in December 2012.,august,03-Aug-12,242,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/849192_24in_Nkpoku-Bomu_pipeline_at_Kira_JIV.pdf,2012,Sabotage/Theft
